Upfront_charges,Interest_rate_spread,credit_type,rate_of_interest,dtir1
8213.89,-0.0154,3,3.5,55.0
8498.85,-0.0355,3,3.5,38.0
1135.0,0.2535,2,4.75,58.0
6122.68,0.4089,0,4.25,37.0
1250.0,0.322,2,4.125,37.0
2596.45,0.4416556604868295,3,3.99,46.0
14651.71,0.6055,0,2.99,49.0
4580.0,0.736,3,4.375,39.0
3970.5,-0.2371,2,3.25,18.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
12851.4,-0.0844,0,3.875,37.0
3166.53,0.0859,2,3.625,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,42.0
2699.5,1.2666,2,4.625,38.0
6630.5,1.1893,0,4.75,44.0
4157.0,1.142,0,4.25,29.0
7090.0,0.7984,3,3.625,31.0
0.0,0.3543,3,3.75,48.0
4774.0,0.3648,0,4.75,48.0
4982.5,0.2483,3,3.875,37.0
4587.48,0.1545,2,3.75,21.0
3449.0,0.3776,3,4.25,46.0
4014.91,0.5504,3,3.99,44.0
2390.0,0.832,2,4.99,23.0
1795.0,0.614,3,4.0,54.0
3250.0,0.2896,0,3.625,27.0
2596.45,0.4416556604868295,3,3.99,21.0
2544.3,0.5505,2,4.125,30.0
0.0,-0.2333,3,3.49,37.73293242017198
4107.25,0.281,2,3.875,36.0
950.0,-0.2,2,4.25,43.0
2240.0,0.1143,2,4.5,38.0
7861.72,0.4571,3,3.99,41.0
3136.87,1.0035,2,4.99,42.0
2596.45,0.4416556604868295,3,3.99,54.0
7140.0,-0.1233,0,3.375,38.0
2596.45,0.4416556604868295,0,3.99,44.0
3715.07,-0.3767,0,3.375,37.73293242017198
2295.97,0.7052,2,4.5,33.0
0.0,0.0634,0,4.25,37.0
9751.06,0.1366,3,2.99,28.0
2540.38,0.3734,3,3.875,40.0
4686.2,0.5481,0,3.99,44.0
4436.15,0.0682,3,3.625,30.0
2596.45,0.4416556604868295,2,3.99,39.0
2221.38,-0.2375,2,3.5,22.0
1250.0,0.3872,0,4.5,44.0
2231.38,-0.4971,0,3.125,37.73293242017198
2596.45,0.4416556604868295,2,3.99,44.0
3522.5,0.349,3,3.75,32.0
2771.38,-0.011,2,3.625,43.0
1260.07,1.2167,0,4.625,39.0
2542.5,0.4428,0,4.125,42.0
2374.38,0.5551,3,3.5,33.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,1.443,2,4.99,42.0
8183.0,0.8715,2,3.75,37.0
2485.04,0.2941,0,3.99,39.0
1974.78,0.6579,3,4.375,42.0
1978.55,0.9353,3,4.5,42.0
3996.5,0.9696,3,4.25,20.0
1250.0,0.7096,3,3.875,26.0
2596.45,0.4416556604868295,3,3.99,33.0
3147.02,0.9129,3,4.5,37.0
0.0,1.4827,0,4.25,34.0
2596.45,0.4416556604868295,3,3.99,28.0
2596.45,0.4416556604868295,0,3.99,33.0
8955.44,-0.7177,3,2.99,37.73293242017198
1911.22,0.2846,3,3.99,45.0
2596.45,-0.5845,0,3.25,37.73293242017198
0.0,0.2891,3,3.875,25.0
0.0,-0.183,3,4.125,26.0
2596.45,0.4416556604868295,2,3.99,57.0
3056.25,0.1398,3,4.25,24.0
3238.75,0.9818,0,4.5,43.0
1795.0,-0.052,0,3.625,30.0
2585.31,0.2118,2,3.375,36.0
1398.65,1.2886,3,3.99,13.0
0.0,0.0511,0,3.75,27.0
795.0,0.0029,0,4.25,20.0
2596.45,0.3759,0,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,29.0
3181.5,0.3677,2,3.375,30.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3031.75,1.0943,2,3.99,43.0
0.0,-0.1003,3,3.625,28.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.112,2,4.25,47.0
4781.34,0.4407,3,3.25,30.0
195.8,0.2316,2,4.375,44.0
0.0,0.015,3,3.875,47.0
353.84,1.9156,2,4.5,48.0
4906.25,0.9149,2,4.125,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4000.0,0.0465,2,4.375,34.0
2596.45,0.4416556604868295,3,3.99,30.0
5500.0,1.0576,0,4.5,6.0
1224.18,1.0199,2,3.99,60.0
2596.45,0.4416556604868295,0,3.99,61.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6088.63,1.2419,3,4.75,36.0
2596.45,0.4416556604868295,2,3.99,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.0275,2,3.625,37.73293242017198
2596.45,0.4416556604868295,3,3.99,44.0
3160.81,1.0238,2,3.75,36.0
2596.45,0.4416556604868295,3,3.99,30.0
4795.7,1.219,3,3.99,57.0
0.0,0.7482,3,3.49,37.73293242017198
7356.5,0.1771,2,2.99,49.0
7020.0,-0.3865,2,3.25,41.0
0.0,0.698,2,4.56,44.0
0.0,0.4455,2,4.0,22.0
0.0,0.037,3,4.375,31.0
2249.58,0.7424,0,4.375,37.0
2868.55,0.6226,3,3.99,20.0
2596.45,0.4416556604868295,3,3.99,37.73293242017198
1666.85,0.0129,3,4.375,36.0
2596.45,0.4416556604868295,0,3.99,31.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
11483.98,0.571,0,4.25,30.0
2596.45,0.4416556604868295,3,3.99,40.0
3218.75,1.4767,0,3.99,45.0
6371.73,0.5914,3,4.5,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
852.71,0.4325,2,4.875,44.0
4143.88,1.0266,0,3.75,42.0
0.0,-0.028,0,4.0,43.0
2596.45,0.4416556604868295,0,3.99,54.0
3297.5,1.4186,3,4.125,29.0
0.0,0.3666,3,4.125,20.0
0.0,0.1933,2,3.875,31.0
0.0,1.1282,3,4.99,41.0
6480.46,1.0564,2,4.125,39.0
0.0,-0.0191,2,4.0,29.0
1069.75,0.2819,2,4.5,38.0
7252.5,0.7399,0,4.75,46.0
6242.35,0.2148,2,3.69,31.0
0.0,0.2137,0,4.75,41.0
2596.45,0.4416556604868295,3,3.99,41.0
391.0,0.0202,0,3.625,38.0
0.0,0.1341,2,3.75,26.0
2596.45,0.4416556604868295,3,3.99,58.0
0.0,-0.0711,3,4.375,25.0
5389.28,0.2412,0,3.75,44.0
6251.08,0.0148,0,3.99,49.0
2691.8,1.3306,0,4.375,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1800.0,0.399,2,4.5,41.0
2596.45,0.4416556604868295,3,3.99,38.0
1449.38,1.1012,3,4.5,40.0
7460.92,0.5578,3,3.875,17.0
3595.01,0.5039,0,4.375,29.0
0.0,0.3745,3,4.75,49.0
2596.45,0.4416556604868295,0,3.99,47.0
93.0,0.3,2,4.375,10.0
5453.75,0.8273,0,4.375,29.0
0.0,0.5486,0,3.375,40.0
2596.45,0.4416556604868295,3,3.99,52.0
0.0,0.542,3,3.75,38.0
2190.0,0.9544,0,4.625,61.0
0.0,0.272,0,4.75,32.0
0.0,-0.2241,0,3.375,48.0
954.55,-0.0818,0,3.625,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
7928.0,1.3383,2,3.99,36.0
2596.45,0.4416556604868295,2,3.99,41.0
0.0,0.1485,2,3.875,36.0
5875.0,0.5206,0,3.75,32.0
2795.7,0.3118,2,3.875,39.0
2596.45,0.4416556604868295,3,3.99,20.0
0.0,0.3239,3,4.0,19.0
10141.4,0.1325,2,3.625,44.0
4190.91,0.6079,3,3.75,47.0
1979.5,0.2588,0,4.625,59.0
2182.17,1.137,3,3.99,35.0
899.92,0.4592,3,4.25,27.0
3438.0,0.3277,0,3.875,45.0
9550.0,1.4779,3,5.375,43.0
8270.0,0.6618,0,3.625,26.0
4028.0,-0.7758,2,3.25,37.73293242017198
3212.16,0.5505,3,3.99,50.0
2596.45,0.4416556604868295,3,3.99,34.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4139.38,0.1335,0,3.75,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3687.38,-0.5649,0,3.125,37.73293242017198
0.0,0.8123,3,3.75,37.73293242017198
12273.0,-0.0546,3,3.5,37.0
0.0,0.0937,2,3.125,17.0
3809.86,0.1857,2,3.625,39.0
0.0,0.0978,3,3.875,40.0
0.0,0.0346,3,4.5,44.0
4918.75,-0.0661,2,4.18,33.0
1627.5,1.1539,3,4.875,43.0
2596.45,0.4416556604868295,3,3.99,54.0
0.0,-0.2332,3,3.625,30.0
2543.75,0.8308,2,4.125,15.0
3070.0,1.4887,3,4.875,28.0
2596.45,0.4416556604868295,2,3.99,26.0
681.0,0.2605,2,4.0,20.0
2596.45,0.4416556604868295,2,3.99,39.0
2545.62,0.2389,2,3.625,42.0
2596.45,0.4416556604868295,2,3.99,49.0
0.0,0.6683,2,3.5,37.73293242017198
0.0,0.357,3,4.125,35.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2561.74,0.5353,3,4.5,36.0
3500.0,-0.0729,2,3.99,26.0
3565.38,0.2868,3,3.99,30.0
3575.6,1.3258,3,3.99,49.0
2596.45,0.2317,3,4.75,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1900.0,0.7536,0,4.5,34.0
268.29,0.2024,2,4.375,45.0
2750.0,0.7945,3,4.625,34.0
0.0,-0.1538,0,3.625,30.0
6665.0,0.5531,2,3.99,20.0
3534.05,1.9846,3,5.375,43.0
0.0,0.717,0,4.875,22.0
6632.46,0.4285,2,3.25,24.0
4381.1,0.1683,0,3.625,41.0
2596.45,0.4416556604868295,2,3.99,29.0
1810.18,1.4742,3,4.125,34.0
417.97,-0.1573,2,3.625,30.0
1263.8,1.0571,2,4.375,49.0
2606.97,0.0901,2,4.25,48.0
2596.45,0.4416556604868295,2,3.99,38.0
2183.63,0.9376,3,4.125,33.0
1295.0,0.118,2,4.56,44.0
4458.6,0.2252,0,3.625,21.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3774.38,0.5647,0,3.375,30.0
1980.57,0.7997,3,4.75,46.0
5809.75,0.674,0,3.75,59.0
2802.5,0.913,3,4.5,42.0
1934.84,1.3033,3,4.49,22.0
0.0,0.2992,3,4.75,48.0
2596.45,0.4416556604868295,3,3.99,60.0
1725.75,-0.0571,3,3.625,49.0
2596.45,0.4416556604868295,2,3.99,27.0
2596.45,0.4416556604868295,2,3.99,30.0
2367.5,0.168,3,3.875,36.0
417.83,0.2882,2,3.875,23.0
674.14,0.4902,2,4.125,36.0
3511.75,1.0704,0,3.99,49.0
3800.0,0.9714,3,4.875,39.0
2700.8,1.0966,2,4.625,46.0
2596.45,0.4416556604868295,3,3.99,51.0
0.0,1.0411,2,4.5,42.0
2596.45,1.042,3,6.24,34.0
1058.2,0.0588,0,4.125,22.0
7295.0,0.5008,2,4.125,39.0
2596.45,0.4416556604868295,2,3.99,37.0
3681.13,0.5468,3,4.5,37.0
2479.19,0.406,2,4.0,48.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1220.0,0.927,2,5.5,41.0
2596.45,1.008,0,3.5,37.73293242017198
0.0,-0.072,2,3.625,34.0
5703.13,0.7648,3,4.625,43.0
2596.45,0.2265,0,4.5,43.0
2596.45,0.4416556604868295,2,3.99,32.0
2596.45,0.4416556604868295,0,3.99,51.0
3028.13,1.0606,2,4.5,32.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,41.0
8353.13,0.4614,0,3.875,50.0
2596.45,0.4416556604868295,2,3.99,52.0
11835.63,0.1588,2,3.75,27.0
4292.9,1.2609,3,4.625,20.0
2596.45,0.4416556604868295,2,3.99,35.0
1347.84,0.9262,0,4.375,35.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
1600.0,1.2947,2,5.25,37.0
380.56,1.0311,2,4.125,55.0
950.0,-0.04,0,4.375,44.0
1988.0,1.0623,2,4.875,28.0
2484.42,0.3313,3,4.75,34.0
1985.0,0.3491,0,3.25,20.0
3180.0,0.766,3,3.99,49.0
2596.45,0.4416556604868295,2,3.99,40.0
4750.0,0.143,2,4.5,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4295.0,0.5419,2,3.99,41.0
0.0,0.2702,0,3.875,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
804.76,-0.8342,0,2.875,37.73293242017198
3863.75,0.5383,2,4.125,37.0
5041.63,0.1354,2,3.5,40.0
2596.45,0.4416556604868295,0,3.99,47.0
2103.25,1.3587,0,4.25,32.0
2025.25,0.5441,3,4.99,33.0
2596.45,0.4416556604868295,0,3.99,43.0
0.0,-0.098,3,4.0,34.0
1481.1,0.1195,3,3.75,33.0
4292.5,0.4246,2,3.75,41.0
2596.45,0.4416556604868295,0,3.99,55.0
1495.54,1.0895,3,4.5,30.0
0.0,-0.0152,2,3.625,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
112.54,-0.1156,3,3.75,22.0
7714.0,0.5878,3,4.125,33.0
5777.41,0.3168,2,3.75,29.0
5758.54,0.6347,3,4.25,35.0
1150.0,0.037,2,4.0,47.0
1382.69,-0.8305,2,2.75,37.73293242017198
0.0,-0.0626,0,3.875,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1390.5,1.831,0,5.25,45.0
2596.45,0.4416556604868295,2,3.99,45.0
4780.13,1.4035,0,4.75,29.0
2596.45,0.4416556604868295,3,3.99,51.0
6630.0,0.4844,3,3.875,29.0
5214.18,-0.1627,2,4.125,28.0
537.4,0.0973,2,3.75,49.0
8488.89,1.4164,0,4.875,17.0
6490.0,0.581,3,3.25,23.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
7108.72,0.1486,3,2.99,29.0
2897.88,0.8683,0,5.125,46.0
6454.0,1.1724,2,4.5,44.0
2749.23,0.5079,0,3.99,41.0
1250.0,0.4544,2,3.625,43.0
4341.0,-0.2454,2,3.5,40.0
1354.7,0.0431,0,4.375,45.0
0.0,0.4213,0,4.375,29.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
379.24,-0.0091,0,3.69,30.0
0.0,1.5259,0,4.25,37.0
706.86,-0.2267,0,3.375,37.73293242017198
2596.45,0.4416556604868295,2,3.99,37.0
3815.1,-0.1315,3,3.375,45.0
2680.0,1.1839,2,4.25,26.0
2596.45,0.4416556604868295,2,3.99,39.0
4195.0,0.2159,0,4.5,36.0
7105.63,0.4829,2,3.875,43.0
2788.18,1.1967,2,4.99,45.0
3667.79,1.4139,0,4.375,42.0
0.0,0.4356,0,4.75,45.0
0.0,0.6322,0,3.375,37.73293242017198
404.67,0.4881,3,3.99,44.0
1568.0,0.27,0,4.25,44.0
2596.45,0.4416556604868295,3,3.99,30.0
2596.45,0.4416556604868295,0,3.99,25.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2687.59,-0.2606,3,3.875,48.0
2596.45,0.4416556604868295,3,3.99,37.73293242017198
3182.05,1.1539,3,3.625,37.0
5666.0,1.3471,3,4.625,36.0
2596.45,0.4416556604868295,3,3.99,59.0
13158.5,-0.3468,0,3.125,52.0
795.24,0.2458,3,4.25,25.0
2596.45,0.4416556604868295,0,3.99,46.0
7250.0,0.69,3,3.99,33.0
0.0,0.2228,0,3.125,50.0
631.08,1.0877,3,3.625,48.0
1150.0,0.9653,3,5.25,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4250.0,0.1137,3,3.75,41.0
3163.0,0.6723,3,4.75,47.0
68.88,0.0814,2,3.875,48.0
1633.92,-0.2937,3,3.75,31.0
0.0,0.7667,3,4.625,43.0
3152.43,-0.5245,3,3.125,37.73293242017198
1599.33,0.7751,3,3.625,54.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.1719,0,3.875,20.0
2596.45,0.4416556604868295,2,3.99,36.0
6306.65,-0.0341,0,4.56,46.0
4280.5,0.4304,3,3.75,36.0
2596.45,0.4416556604868295,2,3.99,44.0
13528.84,1.4816,3,4.875,40.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
850.63,0.1267,0,4.375,46.0
12722.75,0.8348,3,4.99,33.0
3248.65,0.4941,0,3.99,43.0
2596.45,0.4416556604868295,0,3.99,50.0
2596.45,0.4416556604868295,2,3.99,46.0
2596.45,0.4416556604868295,3,3.99,36.0
4920.75,0.9657,3,4.5,48.0
0.0,0.7143,2,4.25,22.0
758.44,-0.3343,3,3.99,43.0
2596.45,-0.3294,3,3.125,9.0
3655.0,1.0945,2,3.99,40.0
3555.61,0.7761,0,3.5,40.0
2048.44,0.9602,3,4.99,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,36.0
1936.25,0.9595,3,4.5,46.0
2547.8,0.492,0,4.125,31.0
2596.45,0.4416556604868295,3,3.99,45.0
7650.0,0.0205,2,3.625,36.0
2596.45,0.4416556604868295,3,3.99,45.0
1024.18,0.2777,2,3.75,37.0
1991.55,1.7359,0,4.375,30.0
1737.0,0.5129,0,3.99,49.0
4806.48,0.3325,3,3.99,43.0
2596.45,0.4416556604868295,0,3.99,45.0
12550.0,1.4832,2,5.75,39.0
0.0,0.327,2,4.125,47.0
4441.13,-0.0149,3,3.5,7.0
2825.0,0.0737,0,3.5,27.0
3687.5,0.9979,2,3.99,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
612.96,0.4213,0,4.625,38.0
3032.22,0.231,0,3.99,54.0
1216.28,0.2253,3,3.625,41.0
2822.35,0.2984,2,3.875,38.0
2711.6,-0.4232,2,4.0,41.0
2293.38,0.6982,2,3.75,22.0
2596.45,0.4416556604868295,3,3.99,47.0
5450.37,0.9018,3,3.75,30.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
6994.0,0.1326,2,4.125,48.0
9343.25,0.3199,2,3.875,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3606.0,0.3404,0,3.625,42.0
1172.5,0.6516,2,4.375,40.0
1341.26,0.0503,0,3.75,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,38.0
6612.5,0.6556,2,3.625,39.0
0.0,-0.253,3,3.625,26.0
0.0,0.0522,0,3.75,49.0
237.37,1.185,0,3.75,44.0
2452.3,1.7459,0,4.75,40.0
2753.09,1.2602,2,4.25,56.0
249.0,0.3856,3,4.125,30.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
1081.24,0.1978,2,3.875,39.0
0.0,0.657,0,4.375,30.0
2000.0,0.5341,0,3.99,24.0
5872.6,1.4387,2,4.375,32.0
329.93,0.8907,2,3.75,37.0
7451.11,-0.1979,2,3.875,58.0
3904.0,0.481,2,3.625,30.0
0.0,-0.3439,2,4.125,26.0
3936.25,1.322,3,4.99,40.0
2596.45,0.4416556604868295,0,3.99,56.0
1085.28,0.97,2,3.99,47.0
0.0,0.4407,0,4.25,41.0
3280.0,1.4954,0,5.625,48.0
2596.45,0.4416556604868295,3,3.99,36.0
6510.0,1.0319,0,4.5,37.0
15566.0,-0.0597,3,3.99,21.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4135.94,0.258,3,4.5,44.0
2596.45,0.4416556604868295,2,3.99,36.0
2415.0,0.0119,2,3.625,33.0
1150.0,0.1,3,4.375,44.0
92.12,-0.2829,0,3.15,22.0
2048.37,-0.6867,2,3.0,56.0
636.3,0.6142,3,4.5,34.0
295.0,0.3016,2,4.375,42.0
7166.75,1.134,2,5.5,20.0
0.0,1.2214,3,4.99,52.0
6165.5,0.2886,3,3.75,37.0
1825.95,0.8292,2,4.125,47.0
2596.45,0.4416556604868295,0,3.99,33.0
2788.75,1.3721,3,5.125,25.0
1078.51,1.5201,3,4.5,51.0
2596.45,0.4416556604868295,3,3.99,37.0
3934.38,0.3455,0,4.75,34.0
2263.44,0.2555,2,3.875,24.0
19475.0,0.2097,3,3.75,13.0
260.0,0.4416556604868295,1,5.125,37.73293242017198
4242.5,0.8625,3,3.99,41.0
854.47,1.5979,3,4.125,21.0
9600.0,0.257,0,3.875,26.0
4213.75,0.5544,2,4.56,45.0
5161.63,0.4358,0,3.99,39.0
0.0,0.3012,0,4.5,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.1437,3,4.0,40.0
0.0,-0.118,0,3.5,24.0
8140.0,0.5936,3,3.875,30.0
2596.45,0.4416556604868295,3,3.99,27.0
0.0,-0.2059,0,3.49,14.0
4419.38,0.9656,3,3.99,39.0
1219.87,0.0919,2,4.0,48.0
1224.5,1.0822,3,4.125,24.0
2596.45,0.4416556604868295,2,3.99,46.0
1890.0,0.067,2,3.75,49.0
2596.45,0.4416556604868295,2,3.99,44.0
2596.45,0.4416556604868295,3,3.99,43.0
1376.73,-0.1359,3,3.875,43.0
4334.02,0.2115,0,3.625,46.0
2596.45,0.4416556604868295,0,3.99,28.0
6987.5,0.0972,2,3.99,54.0
0.0,0.0255,3,3.625,57.0
0.0,0.8446,0,3.625,37.73293242017198
0.0,0.3971,2,3.5,42.0
3082.0,1.4666,0,5.625,47.0
722.67,0.5837,0,4.375,49.0
3312.5,1.4298,2,4.99,42.0
3570.5,0.5442,3,4.56,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,58.0
0.0,0.1034,0,3.875,45.0
8189.02,1.8793,3,4.75,24.0
2585.29,0.5514,2,4.25,30.0
0.0,0.5795,3,4.99,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5682.0,0.5997,3,3.5,50.0
1340.0,1.4342,0,5.75,44.0
6710.0,1.0541,2,3.75,32.0
5151.34,0.1233,0,3.625,22.0
7300.0,0.0651,2,3.75,42.0
789.8,0.5793,0,4.125,43.0
4872.0,0.3894,3,3.99,41.0
2596.45,0.4416556604868295,3,3.99,35.0
0.0,0.2347,3,4.75,37.0
2596.45,0.4416556604868295,0,3.99,50.0
2596.45,0.4416556604868295,0,3.99,48.0
3070.75,0.4507,2,4.625,41.0
5427.5,-0.2653,0,3.75,40.0
0.0,0.5519,2,4.5,42.0
2596.45,0.4416556604868295,0,3.99,36.0
1250.0,0.844,2,3.875,48.0
3085.5,0.103,3,3.75,46.0
0.0,0.1891,2,3.875,30.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.7066,2,4.5,49.0
6563.0,1.0182,2,4.875,35.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,10.0
3250.0,0.8134,3,4.25,23.0
0.0,-0.1469,3,3.625,29.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1763.13,1.093,3,4.5,5.0
1881.56,1.0502,0,4.99,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.1332,3,3.75,34.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2145.0,1.1411,3,3.99,54.0
5645.61,0.296,3,4.375,38.0
7439.91,0.5903,2,4.125,55.0
2642.5,-0.2249,3,3.375,42.0
1250.0,-0.0655,2,3.75,47.0
2596.45,0.4416556604868295,2,3.99,29.0
6593.75,-0.0411,2,3.5,46.0
0.0,-0.099,2,4.375,32.0
2596.45,0.4416556604868295,0,3.99,46.0
505.86,1.3938,3,4.5,54.0
852.72,0.1701,2,3.625,22.0
3467.8,0.0577,0,3.625,33.0
3337.5,0.1654,0,4.5,13.0
38375.0,0.0534,2,3.5,37.0
6494.75,0.6022,3,3.99,47.0
1250.0,0.3248,2,3.99,46.0
5696.9,0.3225,2,3.875,27.0
3444.1,1.0011,0,3.75,36.0
1850.0,1.4385,3,4.875,36.0
1447.17,1.2161,2,3.99,42.0
2596.45,0.4416556604868295,3,3.99,58.0
4943.75,0.6149,3,3.99,20.0
134.44,0.3133,0,3.99,26.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
758.62,0.4983,3,3.25,46.0
0.0,0.7945,0,3.625,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
700.0,0.365,3,4.625,49.0
2596.45,0.4416556604868295,0,3.99,38.0
3888.0,0.3576,3,4.5,38.0
1203.5,0.6856,0,4.625,30.0
7823.0,0.1065,3,2.875,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2925.0,1.3193,3,4.5,33.0
6621.93,0.1492,0,3.625,37.0
2058.16,1.2222,3,4.99,28.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,33.0
2215.0,-0.1991,0,3.5,7.0
3113.45,0.9633,0,3.99,33.0
0.0,0.3695,3,4.25,48.0
2596.45,0.4416556604868295,3,3.99,25.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3437.67,1.123,2,4.125,50.0
284.0,0.2357,2,4.0,25.0
3381.25,0.135,3,3.625,60.0
0.0,-0.0751,0,3.125,12.0
0.0,0.6318,0,4.625,48.0
0.0,1.8437,2,4.99,59.0
671.68,-0.0822,2,4.375,42.0
3136.85,0.3418,0,3.25,40.0
0.0,0.9191,2,3.625,45.0
5690.0,0.5236,2,4.125,43.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.2894,0,3.875,31.0
4337.5,0.7323,2,3.625,33.0
3435.0,0.2277,0,3.75,38.0
1044.6,0.4004,2,4.125,36.0
2596.45,0.4416556604868295,0,3.99,37.0
4420.0,-0.1598,0,3.5,14.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3502.99,0.749,0,4.375,58.0
1180.4,0.2407,0,4.375,48.0
1854.26,-0.0831,2,2.875,57.0
1956.0,-0.1524,2,3.5,36.0
2596.45,0.4416556604868295,3,3.99,41.0
0.0,0.5162,2,3.25,37.73293242017198
2172.1,0.1398,3,4.5,34.0
0.0,-0.2841,3,3.49,37.73293242017198
14280.86,0.403,3,4.25,49.0
6432.5,0.0691,2,3.99,33.0
4462.5,-0.1659,0,3.5,43.0
4790.0,0.3762,3,3.99,45.0
3666.0,1.3329,2,4.125,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,50.0
0.0,0.1756,3,4.56,47.0
3415.0,0.7466,2,4.125,44.0
1112.22,0.766,3,3.875,20.0
2596.45,0.4416556604868295,0,3.99,43.0
1150.0,0.4489,2,4.75,45.0
6946.25,0.6973,2,3.99,16.0
2596.45,0.4416556604868295,3,3.99,56.0
0.0,0.3604,0,4.375,15.0
7150.0,-0.0056,0,4.25,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1150.0,0.567,2,4.99,34.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1150.0,0.5279,3,4.99,45.0
0.0,0.0238,2,3.875,39.0
2790.0,0.4841,0,4.625,48.0
5364.91,0.6245,3,3.99,19.0
4550.0,-0.8704,3,2.75,60.0
4606.25,0.6597,3,3.99,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1282.5,0.4156,3,4.56,41.0
0.0,1.3287,2,4.125,37.73293242017198
3704.13,0.0041,3,4.375,44.0
2461.0,0.7756,3,4.375,40.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,60.0
2596.45,0.4416556604868295,3,3.99,37.73293242017198
9099.36,0.8208,2,4.375,42.0
0.0,0.9743,0,3.625,37.73293242017198
2596.45,0.4416556604868295,0,3.99,15.0
897.34,0.0915,2,3.25,39.0
0.0,0.1618,3,4.0,30.0
3629.5,0.4319,3,4.75,42.0
304.17,-0.1758,0,3.49,37.73293242017198
1375.0,0.6474,0,4.5,48.0
