Upfront_charges,Interest_rate_spread,credit_type,rate_of_interest,dtir1
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6610.0,0.4204,2,3.125,18.0
7475.0,0.489,2,3.75,37.0
447.0,0.1909,3,3.875,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
295.0,-0.0425,0,3.5,22.0
0.0,0.252,3,3.99,37.0
686.6,-0.1976,2,3.375,48.0
2596.45,0.4416556604868295,2,3.99,17.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3336.25,0.3897,2,3.99,36.0
2596.45,0.4416556604868295,2,3.99,45.0
4550.0,1.0852,3,4.99,27.0
11849.46,0.3715,2,3.875,46.0
3100.0,0.7903,2,4.5,47.0
6300.0,0.1713,0,3.875,37.0
6457.2,1.3233,2,4.875,38.0
2055.32,-0.0858,0,3.875,40.0
2596.45,0.4416556604868295,3,3.99,51.0
2596.45,0.9993,0,4.625,38.0
6615.0,0.2204,3,3.99,44.0
6052.5,0.209,0,3.875,59.0
0.0,0.1129,3,3.99,37.0
2503.71,0.6117,3,3.5,57.0
2596.45,0.4416556604868295,3,3.99,54.0
1488.9,-0.0149,3,3.625,48.0
3759.11,-0.5406,0,2.99,37.73293242017198
9128.41,0.3512,0,3.75,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,48.0
2596.45,0.4416556604868295,3,3.99,8.0
1250.0,0.6602,0,4.375,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6030.0,0.0044,3,3.375,32.0
2596.45,0.252,3,4.5,32.0
5195.0,0.8261,0,3.375,21.0
4967.7,-0.0788,2,3.375,33.0
0.0,0.282,2,3.5,10.0
2596.45,0.4416556604868295,3,3.99,40.0
4009.6,0.2933,0,3.75,49.0
2696.25,1.1077,0,4.375,20.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3716,2,4.75,49.0
0.0,-0.698,3,2.99,37.73293242017198
534.02,1.6923,0,4.625,33.0
3643.16,-0.1171,3,3.875,20.0
5721.76,-0.8157,0,2.75,37.73293242017198
2596.45,0.4416556604868295,2,3.99,61.0
8331.94,0.2838,2,3.99,45.0
3090.25,0.7569,0,4.375,13.0
2773.64,0.3134,3,3.99,36.0
0.0,0.7901,0,3.875,43.0
0.0,0.1904,2,4.625,42.0
8909.38,0.0939,2,3.625,42.0
2596.45,0.4416556604868295,3,3.99,16.0
5372.25,0.0079,2,3.69,32.0
9547.12,0.2396,3,3.75,15.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5750.5,0.6318,2,3.75,28.0
363.55,0.0397,3,4.125,37.0
6565.63,0.0887,2,3.625,43.0
2604.38,-0.1379,2,3.99,45.0
2205.0,0.3451,0,3.99,46.0
691.0,0.4782,0,4.56,39.0
1460.76,-0.3591,2,3.75,31.0
5572.5,0.2526,2,3.75,20.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5323.75,0.4299,0,4.625,39.0
0.0,0.1024,2,3.875,44.0
2596.45,0.4416556604868295,3,3.99,19.0
295.0,-0.5824,2,2.625,35.0
4301.0,0.8662,2,3.75,54.0
821.64,0.1131,2,4.5,37.0
2596.45,0.4416556604868295,2,3.99,6.0
1753.0,0.1919,2,3.875,46.0
2150.0,-0.073,3,3.375,37.73293242017198
0.0,0.8196,0,3.625,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.0956,0,3.75,39.0
346.26,0.2608,2,4.25,42.0
0.0,-0.298,0,3.5,35.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.1339,3,3.375,29.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
11050.0,0.5285,3,3.99,38.0
924.84,0.5891,2,4.25,35.0
2477.5,0.2631,2,3.99,36.0
1150.0,1.0591,2,5.125,37.0
10063.03,0.3994,3,4.25,29.0
0.0,-0.264,0,3.49,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
837.0,1.269,2,5.125,47.0
368.57,0.4567,2,4.99,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,1.3187,3,4.875,37.0
1767.58,1.0905,0,4.625,36.0
3226.0,0.0259,2,3.75,31.0
5325.85,0.4341,3,4.25,30.0
3125.01,0.4311,3,3.875,33.0
620.35,-0.2848,0,3.25,37.73293242017198
3570.0,1.1749,3,4.5,30.0
2596.45,1.1814,3,3.625,37.0
0.0,0.0263,3,4.5,30.0
0.0,0.9511,2,4.125,37.73293242017198
0.0,1.2525,2,4.0,37.73293242017198
2596.45,0.4416556604868295,2,3.99,30.0
4493.97,1.4717,2,3.5,30.0
2596.45,0.4416556604868295,2,3.99,32.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,53.0
2596.45,0.4416556604868295,2,3.99,59.0
2437.2,0.2186,3,3.875,28.0
4063.64,0.2912,2,3.625,45.0
2596.45,0.4416556604868295,3,3.99,14.0
1377.45,0.0476,2,3.69,41.0
5225.0,1.1172,0,4.75,31.0
4241.6,-0.5759,0,2.99,37.73293242017198
4579.04,-0.1817,3,3.125,26.0
2596.45,1.2237,0,3.99,42.0
536.94,0.0409,3,4.125,37.0
2596.45,0.4416556604868295,0,3.99,33.0
0.0,1.0455,0,4.125,37.73293242017198
2596.45,0.4291,0,3.99,53.0
7910.17,0.0077,2,2.75,48.0
2545.42,1.0304,3,3.99,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.4545,0,3.625,44.0
463.58,0.0023,3,3.69,31.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3932,2,4.25,32.0
7017.5,0.0067,2,3.625,31.0
2596.45,0.4416556604868295,3,3.99,24.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
847.2,0.1409,3,3.99,8.0
1845.0,0.6624,0,5.25,41.0
1271.46,-0.6249,0,3.125,42.0
6928.26,0.2417,2,3.5,19.0
10388.98,0.7599,0,4.99,37.0
2538.0,0.3393,2,4.375,48.0
4559.92,0.5517,2,3.99,30.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4146.25,0.4912,0,3.99,38.0
1520.78,0.2853,0,4.0,26.0
5398.03,-0.0602,0,3.625,35.0
7445.0,0.8953,3,5.25,44.0
2596.45,0.4416556604868295,2,3.99,42.0
2596.45,0.4416556604868295,3,3.99,35.0
525.0,-0.0193,3,4.175,23.0
0.0,-0.1564,3,4.125,37.0
4976.0,0.5607,3,3.99,49.0
1310.73,1.2587,3,4.875,39.0
2818.4,0.2805,2,4.375,49.0
2352.5,0.9966,3,4.99,41.0
4220.95,-0.8556,3,2.75,37.73293242017198
4707.92,0.1704,0,3.75,39.0
1885.0,0.7012,2,5.5,14.0
2170.44,-0.0334,0,4.375,48.0
0.0,0.2875,0,4.75,44.0
1635.0,1.3911,3,5.125,34.0
0.0,0.5367,0,4.56,31.0
13695.0,0.2144,0,3.875,43.0
2377.5,0.4061,3,4.125,26.0
7417.19,1.4199,0,4.99,45.0
301.59,1.3506,3,4.875,38.0
0.0,-0.2731,3,3.375,37.73293242017198
2163.4,0.0355,2,3.625,38.0
6962.5,0.6349,2,4.125,34.0
1545.3,1.1829,2,4.75,36.0
8000.0,0.3364,0,3.875,28.0
2596.45,0.4416556604868295,3,3.99,37.0
2596.45,0.4416556604868295,2,3.99,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3601,0,4.375,34.0
1045.0,0.247,2,4.0,21.0
5360.0,0.092,3,3.5,20.0
2596.45,0.4416556604868295,3,3.99,49.0
995.0,-0.217,3,3.5,37.73293242017198
695.28,0.0384,2,4.125,31.0
1250.0,0.1921,0,3.375,42.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
8170.0,-0.0234,2,3.99,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2290.0,0.116,3,4.5,40.0
4351.94,0.0351,3,3.75,29.0
0.0,0.0432,0,3.625,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5475.0,0.0399,3,3.625,28.0
4798.5,0.0964,3,3.625,47.0
3403.1,0.8338,3,3.75,39.0
199.86,0.3992,3,3.99,24.0
6296.88,0.126,2,3.875,46.0
2447.11,0.7754,0,4.375,38.0
3390.75,0.403,2,4.25,30.0
295.0,0.4382,2,3.99,37.0
6328.26,0.402,3,3.99,40.0
795.0,0.0276,2,3.99,27.0
1570.13,1.7628,3,4.375,40.0
9545.06,0.7821,2,3.5,36.0
8246.75,0.4427,2,3.99,40.0
2596.45,0.4416556604868295,2,3.99,59.0
4163.75,0.9285,3,4.375,44.0
3308.38,0.7184,0,3.99,27.0
3068.0,0.9672,2,4.375,41.0
0.0,-0.2937,0,3.49,37.73293242017198
217.0,-0.145,0,3.875,48.0
2565.25,0.9919,0,3.99,30.0
2663.97,0.6407,3,4.125,39.0
5537.5,0.6879,2,4.99,26.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3198.36,1.2978,0,3.99,25.0
3877.63,0.8191,0,3.75,31.0
2596.45,-0.6651,3,2.99,37.73293242017198
3485.94,1.0302,0,3.99,59.0
2596.45,0.4416556604868295,0,3.99,15.0
2518.0,0.2109,2,3.99,11.0
895.0,0.458,3,4.56,44.0
6189.25,0.7871,0,3.625,43.0
7425.0,0.4576,3,3.99,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
99.0,0.3296,2,3.875,44.0
1780.48,0.061,2,4.375,20.0
5875.0,0.1484,2,4.25,49.0
5200.0,0.1793,0,3.75,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3742.75,0.5298,2,3.875,9.0
1690.0,0.249,3,4.0,30.0
1728.49,0.1438,0,3.875,46.0
0.0,0.2492,3,3.375,37.73293242017198
0.0,0.6882,0,3.49,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6412.5,1.3856,3,4.375,40.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3425.25,0.9764,0,4.375,36.0
13691.78,0.032,2,4.25,29.0
2596.45,0.4416556604868295,2,3.99,43.0
4887.5,0.8942,0,4.375,43.0
87.39,-0.0245,0,4.0,43.0
3951.56,0.6665,0,3.75,36.0
4152.5,1.3293,0,3.99,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1731.3,0.9498,2,4.125,32.0
2596.45,0.4416556604868295,0,3.99,47.0
786.6,0.0637,2,4.0,43.0
3944.0,0.6385,0,3.99,31.0
154.34,0.2352,2,4.375,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.0643,3,3.625,39.0
4295.78,0.3611,3,4.375,48.0
6056.25,0.189,2,4.25,36.0
2596.45,0.6927,3,4.5,34.0
1900.0,0.428,0,3.99,20.0
0.0,-0.2745,3,3.5,37.73293242017198
4182.5,0.1923,2,3.875,22.0
2596.45,0.4416556604868295,3,3.99,53.0
4722.0,0.5485,2,4.5,40.0
11000.0,0.2697,2,3.875,43.0
2596.45,0.4416556604868295,0,3.99,38.0
995.0,0.971,0,4.5,49.0
0.0,-0.1019,3,3.5,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
7665.0,0.5371,2,3.99,31.0
2872.5,-0.058,2,3.625,41.0
2467.16,0.6538,3,3.99,37.0
0.0,0.2248,2,4.5,47.0
3636.27,0.8021,0,3.75,38.0
2596.45,1.017,0,4.25,42.0
4640.0,0.9345,3,4.625,37.0
660.9,0.2383,0,3.875,43.0
2596.45,0.4416556604868295,2,3.99,55.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3018,3,4.375,41.0
7500.0,0.2025,0,3.5,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2255.0,1.2034,3,4.875,45.0
0.0,-0.1955,3,3.375,47.0
2968.75,0.9432,3,4.99,30.0
1246.08,0.3729,0,4.5,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
995.0,0.175,0,4.25,47.0
2596.45,0.4416556604868295,3,3.99,52.0
2920.0,1.1786,0,3.99,44.0
5231.0,0.5826,0,3.875,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3150.25,0.5123,2,3.99,40.0
0.0,0.1963,3,3.875,31.0
0.0,1.3447,3,4.99,30.0
0.0,0.7807,3,4.875,43.0
4410.0,0.2117,3,3.875,39.0
5468.75,0.3641,0,3.99,47.0
2596.45,0.4416556604868295,2,3.99,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.0126,3,3.5,27.0
0.0,1.036,3,5.5,6.0
1150.0,0.0697,0,4.375,43.0
6350.0,0.6596,0,4.5,40.0
223.44,0.4646,3,3.99,20.0
1445.79,0.7842,3,4.25,47.0
6745.0,0.4833,0,4.5,33.0
10710.0,0.3021,3,3.875,49.0
2596.45,0.4416556604868295,0,3.99,47.0
467.53,1.4346,3,4.125,58.0
9147.61,0.2174,0,3.875,44.0
3235.65,-0.228,3,2.75,30.0
8300.63,0.2684,0,3.69,40.0
5887.5,-0.0638,3,3.5,46.0
0.0,1.382,3,5.25,24.0
9525.0,0.3901,3,3.99,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,1.062,3,6.24,30.0
1086.57,-0.2621,3,3.375,30.0
5589.08,0.4303,0,3.625,38.0
4921.25,0.4748,2,4.125,39.0
1250.0,0.2462,3,3.75,39.0
2596.45,0.4416556604868295,3,3.99,33.0
1926.98,0.3717,2,3.99,41.0
0.0,0.052,0,3.75,6.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6110.0,0.2399,3,3.75,49.0
0.0,0.137,3,4.0,23.0
7625.0,0.9321,3,3.5,56.0
0.0,-0.3625,3,3.625,37.73293242017198
4925.27,0.9218,3,3.99,61.0
13011.22,0.3667,2,2.99,41.0
3223.52,1.1514,2,4.5,24.0
0.0,0.425,2,4.125,40.0
0.0,1.2571,0,5.375,25.0
0.0,0.3047,3,4.5,40.0
3143.34,1.4105,2,4.75,39.0
3025.0,1.208,3,5.5,51.0
5198.3,0.0885,2,4.125,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6100.0,0.2722,3,3.875,38.0
9960.0,0.2866,2,3.625,34.0
2596.45,0.4416556604868295,2,3.99,59.0
0.0,0.037,0,3.625,44.0
2596.45,0.4416556604868295,2,3.99,26.0
3937.5,0.0748,2,3.75,35.0
3484.38,0.8329,3,3.99,41.0
0.0,0.2951,2,3.75,37.73293242017198
0.0,0.5018,3,4.875,44.0
2384.63,1.1622,3,5.25,27.0
4311.15,0.7813,0,3.99,42.0
0.0,0.9085,3,4.99,49.0
2596.45,0.7258,0,4.875,26.0
0.0,0.4382,2,3.5,45.0
2596.45,0.4416556604868295,3,3.99,40.0
1894.07,0.2567,3,4.0,47.0
1150.0,0.5921,2,4.625,39.0
2596.45,0.4416556604868295,2,3.99,16.0
10663.93,0.7188,0,3.5,43.0
0.0,0.2104,2,4.5,43.0
4424.01,0.5143,2,3.99,32.0
1386.74,-0.3751,3,3.25,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3535.2,-0.3635,3,3.375,20.0
1045.0,-0.136,2,4.25,27.0
2596.45,0.4416556604868295,2,3.99,40.0
0.0,0.2511,0,4.25,44.0
6335.0,1.4201,2,4.75,41.0
950.0,0.612,2,4.99,24.0
7425.0,0.481,3,3.99,34.0
0.0,0.232,3,3.5,42.0
1054.5,0.8273,2,4.99,24.0
2596.45,0.4416556604868295,0,3.99,26.0
0.0,0.1278,2,3.75,40.0
1672.88,1.4454,2,4.5,31.0
2596.45,0.4416556604868295,0,3.99,14.0
11952.24,0.3744,0,3.375,40.0
2596.45,0.6837,2,5.25,47.0
8656.25,0.1219,3,3.125,42.0
0.0,0.8243,0,3.625,37.73293242017198
5430.0,0.2935,0,4.125,22.0
2919.38,0.6014,3,3.99,21.0
1487.51,0.3916,3,4.56,49.0
0.0,0.4132,3,4.375,37.0
2596.45,0.4416556604868295,3,3.99,43.0
1004.65,0.1206,0,4.375,36.0
2596.45,0.4416556604868295,2,3.99,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2699.88,-0.0696,3,3.625,41.0
367.4,0.026,2,3.625,11.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,21.0
0.0,1.314,3,4.625,44.0
0.0,0.8858,0,3.75,55.0
3687.5,0.8418,3,3.625,30.0
5385.79,0.7669,3,4.25,32.0
3558.75,1.023,3,4.125,29.0
0.0,0.3696,2,3.125,37.73293242017198
2053.79,-0.49,0,3.125,37.73293242017198
9156.08,0.1351,3,3.625,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.6608,0,3.75,40.0
574.45,0.5692,2,3.375,37.0
10416.4,0.6849,0,4.75,43.0
0.0,-0.643,3,3.125,37.73293242017198
250.0,0.3953,3,4.375,36.0
0.0,-0.1029,0,3.125,24.0
2942.39,0.0708,0,3.75,30.0
2596.45,0.972,0,6.24,53.0
22111.75,0.0637,3,3.5,48.0
739.96,0.0347,2,3.625,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.9766,2,3.99,54.0
2596.45,0.4416556604868295,0,3.99,43.0
2963.0,-0.8463,3,2.875,31.0
2203.0,0.1049,2,3.75,21.0
2596.45,0.4416556604868295,0,3.99,40.0
6531.65,0.4433,0,3.625,37.0
3855.45,-0.1909,3,3.375,46.0
2319.23,1.3807,3,4.75,49.0
1100.0,0.7707,3,4.99,44.0
3926.0,0.4862,3,3.375,7.0
536.22,1.737,2,5.5,31.0
2596.45,0.4416556604868295,0,3.99,35.0
7520.0,1.1398,3,4.75,48.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
261.3,1.8797,0,4.5,31.0
4790.0,1.1221,3,4.5,43.0
14688.75,0.1323,3,3.625,44.0
3446.83,0.2545,3,3.875,47.0
5343.75,0.7179,0,4.99,23.0
0.0,0.1086,2,3.875,49.0
8924.8,0.6308,2,4.5,42.0
8464.38,0.4938,3,3.875,41.0
2596.45,0.4416556604868295,3,3.99,34.0
2950.0,0.8885,2,4.99,42.0
12217.47,0.2755,0,3.5,43.0
2596.45,0.4416556604868295,3,3.99,35.0
9323.76,0.4958,0,3.99,35.0
6356.25,0.8768,0,3.5,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.7209,0,4.375,59.0
0.0,0.9019,0,4.49,37.73293242017198
7042.19,-0.2332,0,3.25,37.0
2596.45,0.4416556604868295,0,3.99,55.0
2596.45,0.4416556604868295,3,3.99,53.0
0.0,-0.7548,0,2.99,37.73293242017198
1166.96,-0.0733,0,3.75,8.0
5780.63,1.0195,2,3.99,37.0
3137.5,0.972,0,3.99,36.0
0.0,1.0789,3,4.5,37.73293242017198
2596.45,0.4416556604868295,3,3.99,38.0
6171.88,0.3666,3,3.875,44.0
1694.5,-0.1084,0,3.5,38.0
4037.5,0.5993,3,4.25,41.0
450.01,0.0387,2,3.625,8.0
5873.75,-0.2916,3,2.99,36.0
2596.45,0.4416556604868295,2,3.99,40.0
2596.45,0.4416556604868295,0,3.99,49.0
6783.69,0.3973,0,3.875,49.0
4868.75,0.1446,0,3.75,44.0
4750.0,0.4126,3,3.875,11.0
0.0,0.372,2,3.99,34.0
295.0,-0.3929,0,3.0,30.0
2650.0,0.848,3,4.5,41.0
3264.0,0.9668,0,4.25,50.0
0.0,0.362,3,4.75,44.0
5644.38,0.5095,3,4.75,40.0
2456.69,0.9321,3,4.375,43.0
2596.45,0.4416556604868295,3,3.99,44.0
2368.75,1.1191,3,5.25,14.0
5645.79,0.0352,0,3.875,47.0
2596.45,0.4416556604868295,0,3.99,57.0
2596.45,0.4416556604868295,2,3.99,5.0
0.0,-0.5301,3,3.25,37.73293242017198
4074.72,0.0979,3,3.75,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
8119.44,0.9012,2,3.625,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1630.78,0.7816,3,3.75,30.0
1039.0,-0.0136,2,3.625,28.0
4516.8,0.5143,3,4.125,42.0
2596.45,0.4416556604868295,2,3.99,48.0
0.0,-0.013,2,3.625,34.0
931.5,0.2503,0,4.75,36.0
0.0,0.4937,2,4.99,40.0
5542.16,1.3827,0,4.125,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
650.0,0.022,2,3.5,36.0
2575.57,-0.7482,0,2.99,37.73293242017198
4537.5,0.4301,3,3.5,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.8452,0,3.625,37.73293242017198
10081.69,0.4021,2,4.56,49.0
7650.0,0.1023,0,3.625,25.0
225.39,0.0108,0,3.25,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2884.0,1.1802,3,3.99,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3906.68,0.7927,2,3.625,21.0
3434.0,1.2693,0,3.99,47.0
3722.74,1.1495,0,4.625,43.0
2596.45,0.4416556604868295,3,3.99,9.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1248.6,-0.0511,2,3.75,45.0
0.0,-0.096,3,4.0,28.0
0.0,0.052,3,4.5,42.0
4962.5,0.8888,2,4.25,35.0
4924.13,0.6346,0,3.99,43.0
1875.0,0.6438,3,4.5,31.0
2596.45,0.5756,2,3.5,21.0
7869.78,0.7153,2,4.56,31.0
1890.0,0.337,2,4.375,41.0
2838.74,1.0444,2,4.875,48.0
2596.45,0.4416556604868295,2,3.99,42.0
6950.0,1.1946,3,4.5,48.0
0.0,0.1922,0,4.375,39.0
1150.0,0.5279,2,4.875,46.0
7641.9,1.4031,2,4.375,22.0
828.52,0.397,2,4.875,45.0
2596.45,0.4416556604868295,0,3.99,49.0
2596.45,0.9065,2,3.99,49.0
1148.0,0.1818,0,4.875,46.0
2596.45,1.462,2,5.74,40.0
189.4,0.1531,3,3.99,31.0
2596.45,0.4416556604868295,2,3.99,38.0
5269.45,0.3259,2,4.56,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3432.57,-0.6894,2,2.875,37.73293242017198
5149.44,0.8631,2,4.5,27.0
3130.63,1.4661,3,3.99,40.0
7168.72,-0.1202,3,4.125,44.0
1894.0,0.207,3,3.875,49.0
2596.45,0.4416556604868295,2,3.99,36.0
8373.75,-0.2345,0,3.875,59.0
0.0,0.8355,3,3.99,35.0
2536.98,0.8743,3,3.625,59.0
4322.06,0.5062,2,3.99,49.0
1490.0,1.168,3,4.25,27.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,55.0
8051.13,1.4184,0,5.25,34.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
17028.13,0.1542,2,3.75,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3600.0,0.1944,2,3.25,42.0
6125.0,0.6779,3,4.25,32.0
2596.45,0.4416556604868295,0,3.99,41.0
4500.0,0.0879,3,3.625,41.0
3514.0,0.5283,2,3.99,29.0
2043.0,0.2581,3,3.99,48.0
0.0,-0.188,3,3.5,5.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5417.4,-0.0205,3,3.5,37.0
4730.63,0.3029,2,3.625,23.0
1142.5,0.0506,2,3.75,39.0
0.0,0.2395,3,4.5,30.0
1445.22,0.1916,2,3.875,20.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
898.7,0.0034,3,3.625,45.0
2193.0,0.3087,2,3.99,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,43.0
4314.5,0.1028,2,3.625,47.0
948.62,0.8723,0,4.5,48.0
2552.5,0.9625,2,5.25,41.0
5954.54,1.3758,3,4.25,36.0
4584.72,0.6878,3,4.125,24.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
750.0,1.1807,2,4.875,31.0
3003.67,0.3741,2,3.99,48.0
0.0,-0.0181,2,3.69,34.0
3600.0,-0.1554,2,3.625,34.0
1809.75,1.0381,0,4.25,40.0
0.0,0.8322,0,3.625,37.73293242017198
1070.93,-0.2267,2,4.18,48.0
2953.11,0.5284,0,4.75,48.0
3995.0,-0.0426,0,3.49,57.0
2596.45,0.4416556604868295,0,3.99,39.0
0.0,-0.0536,0,4.18,37.0
619.27,0.0416,0,3.5,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3524.69,1.3979,3,5.125,20.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3037.13,1.4303,3,4.125,25.0
7577.0,0.0125,3,3.99,34.0
2596.45,0.4416556604868295,3,3.99,49.0
4045.47,1.2752,0,4.375,45.0
2596.45,0.4416556604868295,3,3.99,36.0
0.0,0.6871,3,5.125,36.0
1150.0,0.3334,3,4.75,23.0
8150.0,0.3981,3,3.875,38.0
6906.25,0.8076,3,4.375,49.0
4558.02,0.585,3,3.99,24.0
1096.52,-0.0995,3,3.625,27.0
2596.45,-0.4222,0,2.99,41.0
1690.0,0.481,2,4.625,45.0
0.0,-0.5613,2,3.125,37.73293242017198
0.0,-0.2159,2,3.625,27.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3993.25,0.8215,0,4.56,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6693.75,-0.3866,0,3.125,36.0
525.0,1.2577,2,4.875,26.0
2025.0,0.4808,2,4.5,48.0
2796.88,0.9563,2,4.375,34.0
5337.5,0.1807,0,3.875,20.0
2517.3,1.3293,0,3.99,40.0
2596.45,0.4416556604868295,3,3.99,33.0
4175.0,0.7309,3,3.99,18.0
3369.0,-0.1737,3,4.18,45.0
0.0,1.1029,3,5.125,34.0
0.0,0.022,0,3.75,39.0
4283.97,0.389,0,3.99,39.0
0.0,1.1993,3,5.375,47.0
1875.0,0.0015,3,3.5,34.0
0.0,0.044,2,3.75,33.0
2596.45,0.4416556604868295,2,3.99,48.0
2596.45,0.4416556604868295,3,3.99,42.0
13955.0,0.3074,2,3.75,33.0
0.0,1.3769,2,4.75,53.0
1835.64,0.57,2,3.99,45.0
2596.45,-0.2186,2,4.375,48.0
6400.0,0.2098,3,4.25,49.0
0.0,0.627,3,3.875,24.0
2596.45,0.4416556604868295,2,3.99,29.0
745.87,-0.0121,2,3.625,37.0
1150.0,0.7882,3,4.5,44.0
0.0,1.4539,0,5.375,38.0
820.87,-0.0818,3,4.0,35.0
0.0,0.2935,3,3.5,21.0
2596.45,0.4416556604868295,2,3.99,17.0
0.0,0.2769,2,4.0,30.0
11112.5,-0.3996,2,3.125,46.0
552.76,0.8211,3,4.56,44.0
0.0,1.4187,0,4.125,37.73293242017198
2596.45,0.4416556604868295,0,3.99,20.0
6426.25,0.5121,2,4.56,49.0
2596.45,0.4416556604868295,2,3.99,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,53.0
6100.0,0.2291,3,3.99,48.0
2914.18,0.3524,0,3.875,48.0
0.0,-0.3216,3,3.25,31.0
1350.0,0.2762,3,4.75,33.0
0.0,0.6179,3,4.99,43.0
12710.0,1.4285,3,5.25,37.0
0.0,0.3401,3,3.875,45.0
9478.19,0.0486,2,3.99,44.0
0.0,0.9988,0,3.625,37.73293242017198
